MKZ;Messstellenname;Messstellenart;Ostwert;Nordwert;Messpunkthöhe;Filteroberkante;Filteroberkante (m unter Gelände);Filterunterkante;Filterunterkante (m unter Gelände);Ausbausohle;Geländehöhe;Höhensystem;Beobachtungsbeginn;Beobachtungsende;Analysenbeginn;Analyseende;Grundwasserleiterkomplex;Datenlogger;Grundwasserkörper;Kreis;Datenart;WRRL;WRRL;GEOMETRY;X_EPSG25833;Y_EPSG25833
46520002;Milkel;Grundwasserbeobachtungsrohr;461447.68;5683190.96;138.71;132.82;6;130.82;8;130.81;138.82;DHHN2016;2021;;2021;;;N;DESN_SP-3-2;Landkreis Bautzen;WS;J;ja;POINT (461447.679999999 5683190.96032821);461447.68;5683190.96
46521933;Milkel-Teicha;Schachtbrunnen;462103;5683758;139.75;;;;;135.15;139.35;DHHN2016;1954;;;;;;DESN_SP-3-2;Landkreis Bautzen;WS;J;ja;POINT (462102.999999996 5683758.00032838);462103;5683758
46530582;Neudorf;Schachtbrunnen;468394;5684663;139.63;;;;;135.1;138.8;DHHN2016;1921;;2015;2020;Weichselkaltzeit (Terrassen);;DESN_SP-1-2;Landkreis Bautzen;WS;J;ja;POINT (468393.999999998 5684663.00032866);468394;5684663
46539001;Mönau, B 22/07;Grundwasserbeobachtungsrohr;466404.4412;5687470.292;137.21;129.71;6.5;127.71;8.5;127.71;136.21;DHHN92;;;2007;;Weichselkaltzeit (Terrassen);;DESN_SP-3-1;Landkreis Görlitz;WS;J;ja;POINT (466405.347974194 5687470.14884327);466405.348;5687470.149
46539002;Neudorf/ Spree, B 25/07;Grundwasserbeobachtungsrohr;469994.9627;5684953.287;139.69;131.55;7;129.55;9;129.55;138.55;DHHN92;2007;;2007;;Weichselkaltzeit (Terrassen);J;DESN_SP-2-1;Landkreis Bautzen;WS;J;ja;POINT (469995.889849393 5684953.12521236);469995.8898;5684953.125
4653B3724;Reichwalde, 3724, Bhrg. 6480;Grundwasserbeobachtungsrohr;473259.1358;5694153.006;129.42;93.6;35;90.6;38;87.6;128.6;DHHN92;2006;;1999;;;;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (473260.062774803 5694152.91628002);473260.0628;5694152.916
4653B6075;Kringelsdorf;Grundwasserbeobachtungsrohr;473018.5091;5692672.117;134.5;107;26.5;105;28.5;104;133.5;NN;2000;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (473019.446325914 5692672.01085541);473019.4463;5692672.011
46540002;Mücka, B 2/2006;Grundwasserbeobachtungsrohr;478849.7641;5685237.809;148.88;136.58;11.55;134.43;13.7;134.33;148.13;DHHN92;;;2010;;Saale 1-Kaltzeit;;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (478850.749354901 5685237.67537338);478850.7494;5685237.675
46549334;Kreba, B 334a/68;Grundwasserbeobachtungsrohr;478729.32;5689501.64;140.3;118.9;20.9;116.6;23.2;116.1;139.8;NN;1985;;;;;J;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (478729.32 5689501.6403301);478729.32;5689501.64
46549336;Kosel, Adler, B 336/68;Grundwasserbeobachtungsrohr;484376.1811;5689948.133;157.72;154;2.8;153;3.8;152.1;156.8;NN;1985;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (484377.178709456 5689948.00305584);484377.1787;5689948.003
46549380;Förstgen, B 380/68;Grundwasserbeobachtungsrohr;476862.1645;5684650.337;146.67;140.1;5.6;139.1;6.6;139.1;145.7;NN;1985;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (476863.139583265 5684650.18752581);476863.1396;5684650.188
46549384;Neudorf, B 384/68;Grundwasserbeobachtungsrohr;477894;5686503;146.5;139.76;6;138.76;7;137.76;145.76;DHHN2016;1985;;;;;J;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (477894 5686503.00032922);477894;5686503
4654B3690;Rietschen, Bhrg. 6433/1996;Grundwasserbeobachtungsrohr;485269.9606;5693584.036;146.62;84.8;61;81.8;64;79.8;145.8;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (485270.952466527 5693583.94053792);485270.9525;5693583.941
4654B3691;Rietschen, Bhrg. 6433Z/1996;Grundwasserbeobachtungsrohr;485271.5539;5693583.141;146.58;125.7;20;122.7;23;120.7;145.7;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (485272.551818871 5693583.04088408);485272.5518;5693583.041
4654B3692;Rietschen, Bhrg. 6433Z2/1996;Grundwasserbeobachtungsrohr;485273.3509;5693582.337;146.69;132.8;13;129.8;16;127.8;145.8;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (485274.351092089 5693582.24118853);485274.3511;5693582.241
4654B4024;Roter Strumpf, Bhrg. 5637/1979;Grundwasserbeobachtungsrohr;484656.0779;5690194.625;159.19;43.6;114.5;39.6;118.5;37.6;158.1;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (484657.068848449 5690194.50201236);484657.0688;5690194.502
4654B4056;Zedlig, Bhrg. 5644Z/1979;Grundwasserbeobachtungsrohr;484982.3539;5691440.005;169.38;131.5;37;127.5;41;121.5;168.5;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (484983.349041338 5691439.90088624);484983.349;5691439.901
4654B4057;Zedlig, Bhrg. 5644/1979;Grundwasserbeobachtungsrohr;484982.3539;5691440.005;169.26;52;116.5;48;120.5;42;168.5;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (484983.349041338 5691439.90088624);484983.349;5691439.901
4654B4138;Nieder Prauske, Bhrg. 7087/1983 ;Messstellenbündel;484265.9448;5692182.411;156.78;87.2;68.9;85.2;70.9;80.3;156.1;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (484266.942079245 5692182.3100126);484266.9421;5692182.31
4654B4154;Zedlig, Bhrg. 7278;Messstellenbündel;483362.7065;5691452.329;154.28;71.1;82.2;69.1;84.2;66.4;153.3;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (483363.697173851 5691452.209926);483363.6972;5691452.21
4654B4196;Rietschen, Bhrg. 7856/1983;Grundwasserbeobachtungsrohr;485786.7377;5692891.708;152.11;82.4;69;80.4;71;76.6;151.4;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (485787.739727238 5692891.6130893);485787.7397;5692891.613
4654B4238;Alte Ziegelei, Bhrg. 7908/1983;Messstellenbündel;485433.1632;5690776.472;169.04;134.3;34;132.3;36;129.8;168.3;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (485434.162945617 5690776.36249431);485434.1629;5690776.362
4654B4239;Alte Ziegelei, Bhrg. 7908/1983;Messstellenbündel;485433.1632;5690776.472;168.88;84.8;83.5;82.8;85.5;80.3;168.3;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (485434.162945617 5690776.36249431);485434.1629;5690776.362
4654B4314;Kosel, Bhrg. 8177/1983;Messstellenbündel;484345.9906;5689210.929;154.38;147.8;6;145.8;8;144.8;153.8;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (484346.984435702 5689210.79829126);484346.9844;5689210.798
4654B4525;Nieder Prauske, Bhrg. 8610/1985;Messstellenbündel;484262.8614;5692976.786;145.05;87.3;57;85.3;59;78.8;144.3;DHHN92;2012;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (484263.850166644 5692976.69219429);484263.8502;5692976.692
46553001;Biehain;Schachtbrunnen;496254;5683166;168.84;;;;;164.84;168.84;DHHN2016;1948;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (496254 5683166.00032825);496254;5683166
46553055;Spree;Schachtbrunnen;491584.32;5688899.33;156.33;;;;;152.61;155.61;NN;1953;;;;;J;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (491584.32 5688899.33032993);491584.32;5688899.33
46553056;Rothenburg-Noes, B 1/53;Schachtbrunnen;497472;5687902;161.76;;;;;155.56;161.3;NN;1952;;;;;;DESN_NE-1-2;Landkreis Görlitz;WS;J;ja;POINT (497471.999999999 5687902.00032964);497472;5687902
46553074;Trebus;Schachtbrunnen;488321;5688176;168.99;;;;;164.14;168.44;DHHN2016;1970;;;;Weichselkaltzeit (Terrassen);;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (488321.000000001 5688176.00032972);488321;5688176
4655B4173;Quolsdorf, B 7892/983;Messstellenbündel;490041.0288;5691661.559;151.19;141.4;9;139.4;11;136.9;150.4;NN;2011;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (490042.026946312 5691661.46855638);490042.0269;5691661.469
4655B4194;Heidehaus, 4194, Bhrg. 07854/ 1983;Grundwasserbeobachtungsrohr;491797.7335;5693386.341;152.51;88.7;62.7;84.7;66.7;80.4;151.4;NN;2006;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (491798.738986675 5693386.26323398);491798.739;5693386.263
4655B4195;Heidehaus, B 7854/1983;Grundwasserbeobachtungsrohr;491797.7339;5693386.351;152.14;26.7;124.7;22.7;128.7;19.9;151.4;NN;2011;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (491798.738986675 5693386.26323398);491798.739;5693386.263
4655B4263;Spree, B 7939/1983;Messstellenbündel;492007.7134;5689830.776;155.7;109.8;45;107.8;47;105.3;154.8;NN;2011;;;;;;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (492008.724218321 5689830.6841078);492008.7242;5689830.684
4655P00021;Przewoz,Sobolice 20 HBr.;Bohrbrunnen;498273.619;5693276.612;153.44;;;;;144.34;153.09;NN;1997;;;;;;DESN_NE-1-2;unbekannt;WS;N;nein;POINT (498274.647029765 5693276.55329621);498274.647;5693276.553
4655P00022;Przewoz,Sobolice 5 HBr.;Bohrbrunnen;498493.5234;5692966.732;153.45;;;;;149.15;153.33;NN;1997;;;;;;DESN_NE-1-2;unbekannt;WS;N;nein;POINT (498494.553297052 5692966.67259153);498494.5533;5692966.673
4655T0001;Rothenburg-Dunkelhäuser,temp.;temporäre Messstelle;495813.5536;5687447.992;161.3;157.1;3.3;156.1;4.3;156.1;160.4;HN;;;2004;;Weichselkaltzeit (Terrassen);;DESN_SP-2-1;Landkreis Görlitz;WS;N;nein;POINT (495814.580787502 5687447.90462868);495814.5808;5687447.905
4655W0002;Uhsmannsdorf,  P 5/94;Grundwasserbeobachtungsrohr;492074.1653;5686209.442;166.61;161.7;4;130.8;34.9;130.25;165.7;HN;;;2007;;Weichselkaltzeit (Terrassen);;DESN_SP-2-1;Landkreis Görlitz;WS;J;ja;POINT (492074.846452823 5686208.93274922);492074.8465;5686208.933
47390020;Thronitz;Schachtbrunnen;305167.6941;5684135.296;119.98;;;;;116.19;119.38;DHHN92;1918;;;;Elster 2-Kaltzeit;;DEST_SAL-GW-016;Landkreis Leipzig;WS;J;ja;POINT (305168.149185721 5684134.89237177);305168.1492;5684134.892
47390048;Großdalzig, B 2/94;Grundwasserbeobachtungsrohr;311374.5444;5676164.697;123.55;120.75;2;113.75;9;112.75;122.75;NN;1996;;1996;2006;;J;DESN_SAL-GW-059;Landkreis Leipzig;WS;N;nein;POINT (311375.04124696 5676164.2635553);311375.0412;5676164.264
47390049;Knauthain, B 12/96;Grundwasserbeobachtungsrohr;311138.01;5683854.55;123.1;109.6;12.74;101.1;21.24;101.1;122.34;DHHN2016;1996;;2021;;Elster 1-Kaltzeit;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (311138.009817012 5683854.55032726);311138.0098;5683854.55
47390050;Knautnaundorf, HyKnt 7/96;Grundwasserbeobachtungsrohr;309737.2328;5681816.164;124.05;107.32;16;100.47;22.85;100.42;123.32;NN;1996;;2002;;Elster 1-Kaltzeit;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (309737.670201367 5681815.73103955);309737.6702;5681815.731
47390132;Hartmannsdorf;Bohrbrunnen;312144.96;5682616.8;120.03;;;;;108.16;119.94;DHHN2016;1974;;;;;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (312144.959824023 5682616.80032687);312144.9598;5682616.8
47391476;Knautnaundorf, B 541/73;Messstellenbündel;309833.78;5681361.51;122.93;105.01;18;101.01;22;99.01;123.01;DHHN2016;1982;;;;;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (309833.77980864 5681361.51032656);309833.7798;5681361.51
47391476a;Knautnaundorf, B 541z/73;Grundwasserbeobachtungsrohr;309837.5;5681360.94;122.89;118.7;4.31;116.7;6.31;112.7;123.01;DHHN2016;1976;;;;;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;N;nein;POINT (309837.499808669 5681360.94032656);309837.4998;5681360.94
47391478;Albersdorf Geo 0118/2e;Schachtbrunnen;309251.1143;5685306.964;123.5;;;;;112.97;122.97;HN;1988;;;;;;DESN_SAL-GW-052;Landkreis Leipzig;WS;J;ja;POINT (309251.557416473 5685306.54785552);309251.5574;5685306.548
47391479;Meyen;Schachtbrunnen;304514.9421;5681048.667;134.36;;;;;106.76;134.36;HN;1988;;;;;;DEST_SAL-GW-016;Landkreis Leipzig;WS;J;ja;POINT (304515.389345369 5681048.23973683);304515.3893;5681048.24
47391481;Schkorlopp, B 788/82;Grundwasserbeobachtungsrohr;306657.88;5680366.85;128.31;108.4;18.72;107.4;19.72;103.4;127.12;DHHN2016;1989;;;;;;DESN_SAL-GW-059;Landkreis Leipzig;WS;J;ja;POINT (306657.879785438 5680366.85032639);306657.8798;5680366.85
47397013;Räpitz, B 1/2001;Grundwasserbeobachtungsrohr;305712.4046;5681691.378;127.75;122.39;5.5;111.89;16;111.89;127.89;DHHN92;;;2006;;Saale 1-Kaltzeit;;DEST_SAL-GW-016;Landkreis Leipzig;WS;J;ja;POINT (305712.853845603 5681690.95352735);305712.8538;5681690.954
47398014;Leipzig, Großzschocher,P5, alt0098/3e;Grundwasserbeobachtungsrohr;312617.69;5685489.8;120.22;109.88;9.38;96.28;22.98;94.28;119.26;DHHN2016;1988;;1994;2004;;J;DESN_SAL-GW-052;Kreisfreie Stadt Leipzig;WS;N;nein;POINT (312617.689826416 5685489.8003277);312617.6898;5685489.8
4739E1295;Knauthain, GWM1/2010;Grundwasserbeobachtungsrohr;312344.9577;5684129.827;118.54;116.02;2.7;113.02;5.7;113.02;118.72;DHHN92;2010;;2023;;;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (312345.399362871 5684129.41010462);312345.3994;5684129.41
47400003;Markkleeberg;Grundwasserbeobachtungsrohr;316496.3932;5682971.303;123.03;100.73;21.07;97.73;24.07;96.49;121.8;HN;1992;;;;;;DESN_SAL-GW-059;Landkreis Leipzig;WS;J;ja;POINT (316496.850267119 5682970.91789);316496.8503;5682970.918
47400005;Liebertwolkwitz GWM4/94;Grundwasserbeobachtungsrohr;323528.9371;5684982.894;139.56;130.92;8;108.92;30;108.92;138.92;HN;1994;;;;;;DESN_SAL-GW-060;Kreisfreie Stadt Leipzig;WS;N;nein;POINT (323529.421785269 5684982.53177312);323529.4218;5684982.532
47400049;Liebertwolkwitz;Schachtbrunnen;323673.8381;5684146.155;146.32;;;;;140.99;145.72;DHHN92;1918;;;;Mühlrose-Schichten (Miozän bis Pliozän) - Rauno-Formation;;DESN_SAL-GW-060;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (323674.326997848 5684145.78818914);323674.327;5684145.788
47400051;Leipzig, Großzschocher, B 14/62;Grundwasserbeobachtungsrohr;314065.75;5685240.4;112.68;105.11;7;104.11;8;103.61;112.11;DHHN2016;1962;;;;;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (314065.749835637 5685240.4003276);314065.7498;5685240.4
47400057;Leipzig, B3/92;Grundwasserbeobachtungsrohr;318288.892;5684949.933;115.69;112.69;3.13;106.69;9.13;105.49;115.82;NN;1994;;1996;2020;Saale 1-Kaltzeit;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;N;nein;POINT (318289.350901991 5684949.57337589);318289.3509;5684949.573
47400701;Cröbern, F4 34991;Grundwasserbeobachtungsrohr;319919.3;5679576.89;128.04;109.1;17.96;55.1;71.96;53.9;127.06;DHHN2016;2008;;;;;J;DESN_SAL-GW-059;Landkreis Leipzig;WS;J;ja;POINT (319919.299869584 5679576.89032585);319919.2999;5679576.89
47402783;Markkleeberg, Wolfswinkel, B 16Z/84;Grundwasserbeobachtungsrohr;316420.77;5685497.4;111.63;;;;;85.05;111.05;DHHN2016;1991;;;;;;DESN_SAL-GW-059;Kreisfreie Stadt Leipzig;WS;J;ja;POINT (316420.769849599 5685497.40032763);316420.7698;5685497.4
4740B0222;Rötha, BK/222;Grundwasserbeobachtungsrohr;318351.35;5675891.22;125.47;121.2;3.17;114.8;9.57;112.8;124.37;DHHN2016;2006;;;;;J;DESN_SAL-GW-059;Landkreis Leipzig;WS;N;nein;POINT (318351.349862127 5675891.22032478);318351.3499;5675891.22
4740B28261;Böhlen, F5 2826, K1;Messstellenbündel;314813.9053;5675969.132;134.51;124.8;8.9;116.8;16.9;112.8;133.7;DHHN92;2004;;2005;;;;DESN_SAL-GW-059;Landkreis Leipzig;WS;J;ja;POINT (314814.40236554 5675968.71499474);314814.4024;5675968.715
47410003;Otterwisch;Schachtbrunnen;333039.9217;5674844.656;155.29;;;;;149.5;154.75;DHHN92;1915;;;;Elster 1-Kaltzeit;;DESN_SAL-GW-058;Landkreis Leipzig;WS;J;ja;POINT (333040.443233949 5674844.26417412);333040.4432;5674844.264
47410005;Pomßen;Schachtbrunnen;333098.1682;5679041.974;140.7;;;;;137.03;140.7;HN;1915;;;;;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (333098.685293437 5679041.5973631);333098.6853;5679041.597
47410011;Erdmannshain, B 4 /1999;Grundwasserbeobachtungsrohr;330441.94;5684209.18;130.86;127.63;2.9;125.63;4.9;125.1;130.53;DHHN2016;;;2017;;Saale 1-Kaltzeit;N;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (330441.939913846 5684209.18032721);330441.9399;5684209.18
47410012_1;Naunhof, Fassung Straße WWII, B 4/94;Grundwasserbeobachtungsrohr;330537.06;5683189;133.46;129.26;3.25;110.26;22.25;110.26;132.51;DHHN92;1994;2018;2001;;Saale 1-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (330537.059914304 5683189.00032691);330537.0599;5683189
47410015;Belgershain;Schachtbrunnen;328924.5392;5679096.874;151.95;;;;;146.69;151.72;DHHN92;1964;;;;;;DESN_SAL-GW-058;Landkreis Leipzig;WS;J;ja;POINT (328925.047453299 5679096.49356278);328925.0475;5679096.494
47410079;Großsteinberg;Schachtbrunnen;335108.4254;5680326.798;140.07;;;;;133.57;139.8;DHHN92;1958;;;;;;DESN_SAL-GW-060;Landkreis Leipzig;WS;N;nein;POINT (335108.943152774 5680326.45042149);335108.9432;5680326.45
474104_2;Klinga, Autobahn, B04,2, HyNah1/94;Grundwasserbeobachtungsrohr;335200.33;5684292.78;136.19;110.89;24.41;96.39;38.91;95.5;135.3;DHHN92;1994;;2009;;Saale 1-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;N;nein;POINT (335200.329929381 5684292.78032727);335200.3299;5684292.78
47410404;Lindhardt, Waldrand, B 1966;Grundwasserbeobachtungsrohr;331770.1246;5680510.106;135.56;123.1;11.64;121.1;13.64;120.7;134.74;HN;1970;;;;;J;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (331770.638875119 5680509.74612354);331770.6389;5680509.746
47410442;Fuchshain, B 2/67;Grundwasserbeobachtungsrohr;328725.1373;5685274.642;128.65;119.14;8.81;117.14;10.81;116.14;127.95;HN;1976;;;;Saale 1/2-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (328725.654998525 5685274.31434856);328725.655;5685274.314
47410459;Rohrbach, südl. , B 5/1965;Grundwasserbeobachtungsrohr;329163.8009;5675022.265;148.06;114.62;32.5;113.62;33.5;113.62;147.12;DHHN92;1965;;;;;;DESN_SAL-GW-058;Landkreis Leipzig;WS;J;ja;POINT (329164.325494761 5675021.86205829);329164.3255;5675021.862
47410470_2;Rohrbach, östl. ;Messstellenbündel;330866.6114;5676230.729;143.16;113.68;28.8;112.68;29.8;112.68;142.48;DHHN92;1976;;;;;;DESN_SAL-GW-058;Landkreis Leipzig;WS;N;nein;POINT (330867.121470008 5676230.33607067);330867.1215;5676230.336
47410489;Oelzschau;Schachtbrunnen;326861.3143;5676926.028;139.28;;;;;131.06;138.49;DHHN92;1920;;;;;;DESN_SAL-GW-058;Landkreis Leipzig;WS;J;ja;POINT (326861.812180064 5676925.6215967);326861.8122;5676925.622
47410B11;Pomßen, Feldweg, B 11/94;Grundwasserbeobachtungsrohr;334866.8329;5677509.59;153.19;142.29;10.01;139.99;12.31;137.1;152.3;NN;1995;2020;1996;;Saale 1/2-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (334867.358286669 5677509.21054137);334867.3583;5677509.211
47410B15;Naunhof, Rosengarten, B 5/1994;Grundwasserbeobachtungsrohr;332296.8;5683547.17;134.38;128;5.36;126;7.36;126;133.36;DHHN92;1994;;2009;;Saale 1-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;N;nein;POINT (332296.799920295 5683547.17032703);332296.7999;5683547.17
47410P10;Naunhof,WWII Richtung Köhra, B 10/94;Grundwasserbeobachtungsrohr;330527.6;5681371.08;135.86;130.56;4.47;119.76;15.27;119.53;135.03;DHHN92;1993;;1999;;Saale 1-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (330527.599914482 5681371.08032638);330527.5999;5681371.08
47411263;Lindhardt;Schachtbrunnen;331993.5748;5681013.494;134.71;;;;;129.17;134.34;DHHN92;1933;;;;;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (331994.089845867 5681013.14197139);331994.0898;5681013.142
4741E0412;Naunhof;Grundwasserbeobachtungsrohr;332009.34;5681591.78;135.84;124.8;10.1;122.8;12.1;121.8;134.9;DHHN2016;;;2023;;;N;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (332009.339919547 5681591.78032645);332009.3399;5681591.78
4741T0004;Klinga, HyKga 1/2008;Grundwasserbeobachtungsrohr;335472.5528;5682966.904;148.18;140.08;7.03;138.12;8.99;138.11;147.11;DHHN92;;;2011;;Saale 1-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (335473.073844028 5682966.5869024);335473.0738;5682966.587
4741T0005;Klinga, HyKga 2/2008;Grundwasserbeobachtungsrohr;334940.3509;5682444.013;142.16;138;3.6;136.01;5.59;136;141.6;DHHN92;;;2011;;Saale 1-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (334940.874460006 5682443.68142689);334940.8745;5682443.681
4741T0006;Klinga, HyKga 3/2008;Grundwasserbeobachtungsrohr;335057.0262;5682968.168;139.38;130.29;8.4;128.3;10.39;128.29;138.69;DHHN92;;;2011;;Saale 1-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (335057.546357323 5682967.84504594);335057.5464;5682967.845
4741W038_1;Belgershain, Park GWMS 038-1;Grundwasserbeobachtungsrohr;329017.24;5678425.26;150.01;130.01;19;126.01;23;126.01;149.01;DHHN92;2008;;2009;;Elster 2-Kaltzeit;;DESN_SAL-GW-058;Landkreis Leipzig;WS;J;ja;POINT (329017.239909374 5678425.2603255);329017.2399;5678425.26
4741W039_1;Otterwisch, Ecke GWMS 039-1;Grundwasserbeobachtungsrohr;332596.54;5676677.02;152.87;135.88;16.12;131.88;20.12;131.87;152;DHHN92;2008;2012;2009;;Elster 2-Kaltzeit;;DESN_SAL-GW-058;Landkreis Leipzig;WS;J;ja;POINT (332596.539922015 5676677.02032502);332596.5399;5676677.02
47420004;Großbardau, HyGrbu 1/08;Grundwasserbeobachtungsrohr;338241.67;5676605.38;149.12;140.02;8.28;139.02;9.28;139.02;148.3;DHHN2016;;;2009;;Saale 1/2-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (338241.669938647 5676605.38032506);338241.6699;5676605.38
47420006;Großbardau, Schnellbach GWM 2/10 Böttgerweg;Grundwasserbeobachtungsrohr;337169.57;5675647.59;154.8;152.2;1.74;146.2;7.74;145.2;153.94;DHHN2016;;;2011;;Saale 1/2-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (337169.569935833 5675647.59032477);337169.5699;5675647.59
47420010;Trebsen, B 10/76;Grundwasserbeobachtungsrohr;342225.6899;5684018.191;138.87;120.46;17.4;118.46;19.4;117.46;137.86;HN;1975;;2017;2018;Sande / Glimmersande (Cottbus-Formation) Oligozän;;DESN_VM-1-2-1;Landkreis Leipzig;WS;J;ja;POINT (342226.236724903 5684017.87068098);342226.2367;5684017.871
47420080;Grethen;Schachtbrunnen;337158.7563;5679529.356;150.33;;;;;144.47;149.87;DHHN92;1918;;;;;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (337159.287494242 5679529.00243693);337159.2875;5679529.002
47420120;Böhlen, Hermanns Quelle;Quelle;342173.4897;5680127.189;144.1;;;;;;144.1;HN;;;2004;;Saale 1-Kaltzeit;;DESN_VM-1-2-1;Landkreis Leipzig;QS;J;ja;POINT (342174.035195051 5680126.85038394);342174.0352;5680126.85
47420490;Altenhain;Schachtbrunnen;339298.2893;5684890.414;147.57;;;;;140.32;147.32;DHHN92;1920;;;;;;DESN_VM-1-2-1;Landkreis Leipzig;WS;J;ja;POINT (339298.82607685 5684890.08652922);339298.8261;5684890.087
47421985;Großbardau;Schachtbrunnen;339032.9392;5675177.262;157.97;;;;;151.64;157.93;DHHN92;1958;;;;;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (339033.488182906 5675176.87534996);339033.4882;5675176.875
47422901;Höfgen  HyGi 30/84;Grundwasserbeobachtungsrohr;342670.87;5675575.12;130.77;122.3;7.52;120.3;9.52;119.8;129.82;DHHN2016;1991;;1992;;Weichselkaltzeit (Terrassen);J;DESN_VM-1-2-1;Landkreis Leipzig;WS;J;ja;POINT (342670.869949539 5675575.12032482);342670.8699;5675575.12
4.74E+14;Gornewitz;Grundwasserbeobachtungsrohr;346872.92;5683707.24;139.89;132.84;7.2;131.84;8.2;130.84;140.04;DHHN2016;;;2023;;;N;DESN_VM-1-2-1;Landkreis Leipzig;WS;J;ja;POINT (346872.919957774 5683707.24032727);346872.92;5683707.24
4742W043;Großbuch-Großbardau GWMS 043;Grundwasserbeobachtungsrohr;337129.25;5675676.3;155.85;146.25;8.72;144.35;10.62;144.25;154.97;DHHN92;2008;2018;2009;;Saale 1/2-Kaltzeit;;DESN_SAL-GW-060;Landkreis Leipzig;WS;J;ja;POINT (337129.249935719 5675676.30032477);337129.2499;5675676.3
